"bus_id";"bus_name";"website";"zip";"county";"city";"address";"mailing_add";"email";"work_radius";"phone_num";"latitude";"longitude"
243;"Grain & Sons Forestry Services";"";87823;"";"Lemitar";"";"P.O. Box 1";"evangrain7@gmail.com";20;"575-517-7093";34.1596096;-106.9100192
244;"Griego's Logging";"";87722;"";"Guadalupita";"1261 State Hwy 434";"";"griegosloggingllc@gmail.com";20;"505-440-5103";36.1207268;-105.2388967
245;"Groff Lumber";"http://www.grofflumber.com/";87114;"";"Albuquerque";"7902 4th St. NW";"";"info@grofflumber.com";20;"800-664-7633";35.1725398;-106.6326476
246;"Hansen Lumber Company";"http://hansenlumber.com/";87501;"";"Santa Fe";"3773 W. Alameda St.";"1113 Calle Largo";"hansenlumber@gmail.com";20;"505-471-8280";35.669413;-106.0014355
247;"Hop Canyon Fire";"";87062;"";"Veguita";"45 Nicolas Ave";"";"hopcanyonfire11@gmail.com";20;"505-410-7080";34.4991529;-106.72997
248;"HR Vigil Small Products";"";87722;"";"Guadalupita";"";"P.O. Box 441";"hrsmallproducts@yahoo.com";20;"505-263-8723";36.138175;-105.2376399
249;"Hurd Brothers Logging";"";87520;"";"Chama";"991 Grove St.";"";"";20;"575-756-2284";36.9027911;-106.5792166
250;"Isaac Herrera Logging";"";87722;"";"Guadalupita";"1203 State Highway 434";"";"ihlfiresafety@gmail.com";20;"505-235-7069";36.1134123;-105.2444952
251;"J J Excavation Incorporated";"";87723;"";"Holman";"";"P.O. Box 190";"Jake.lovato@icloud.com";20;"575-387-6161";36.0383655;-105.3836245
252;"Johnson Environmental";"";88310;"";"Alamogordo";"2236 Idaho Dr.";"";"johnsonenv@hotmail.com";20;"575-937-3046";32.918659;-105.9332254
253;"Joseph Franklin-Owens";"";88061;"";"Silver City";"1801 N. Yucca St.";"";"swts.jfo@gmail.com";20;"575-313-1431";32.7834616;-108.2720652
254;"K&B Timberworks";"";87830;"";"Reserve";"11 Forest Rd 141";"P.O. Box 428";"kbtimberworks@gmail.com";20;"575-533-6094";33.7063212;-108.7607558
255;"Kelley Oilfield Services";"https://www.kosinm.com/";87410;"";"Aztec";"";"P.O. Box 1270";"kosi@kosinm.com";20;"505-632-2423";36.8222261;-107.9928455
256;"Kelly Williams";"";88310;"";"Alamogordo";"203 US Hwy 82 ";"";"";20;"575-442-8142";32.9592616;-105.9393237
257;"Kingdom Timber and Frame";"https://kingdom-timber.com/";87520;"";"Chama";"16672 Hwy 64/84 South";"";"";20;"575-756-2705";36.8061938;-106.5681315
258;"Kuykendall & Sons";"";87577;"";"Tres Piedras";"9 Rodeo Rd";"P.O. Box 155";"";20;"575-751-0109";36.6452639;-105.9712039
259;"Lanford Excavation ";"";87105;"";"Monticello";"426 Canada de la Cruz Rd";"";"lanfordexcavation@gmail.com";20;"575-571-3245";0.0;0.0
260;"Leck Riddle";"";88310;"";"Alamogordo";"24 Wildcat Ln.";"";"";20;"575-443-4792";32.957813;-105.9941352
261;"Levi & Raquel Showers ";"";87829;"";"Quemado";"3465 Hwy 60";"P.O. Box 124";"";20;"575-773-4329";34.3430134;-108.4953832
262;"Lockwood Forestry & Excavation";"";87505;"";"Santa Fe";"2947 Camino Piedra Lumbre";"";"";20;"505-660-8028";35.6324048;-105.9799723
263;"Los Arboles";"";87105;"";"Albuquerque";"2124 Raymac Rd. SW";"";"jaime.villegas@yahoo.com";20;"505-967-5628";34.9773493;-106.6984215
264;"Luna Wood Yard";"";87059;"";"Tijeras";"11784 NM-337";"";"";20;"505-362-3448";35.0754498;-106.3866217
265;"M&J Wood Sales";"https://www.mandjwoodsales.com/";88325;"";"High Rolls";"30 Old Firehouse Rd";"";"rhoadesmike2@gmail.com";20;"575-682-2160";32.9499308;-105.83335
266;"Mammoth Mill & Construction";"https://www.mammothmill.com/";87710;"";"Angel Fire";"3465 Mountain View Blvd.";"";"info@mammothmill.com";20;"575-377-6966";36.4034997;-105.2902413
267;"Mark Thomas Construction";"";87121;"";"Albuquerque";"3620 San Ignacio Rd. SW";"";"marcthomasbarraza@gmail.com";20;"505-481-9606";35.0614125;-106.7141143
268;"Mora Timber Company";"";87732;"";"Mora";"";"P.O. Box 513";"moratimbercompany@yahoo.com";20;"575-387-5353";35.9742227;-105.3300057
269;"Mosark";"";87740;"";"Raton";"35257 Hwy 87";"";"mosarkllc@outlook.com";20;"575-445-3981";36.9033581;-104.4391532
270;"Mt Taylor Manufacturing, LLC";"https://www.mttaylormanufacturing.com/";87021;"";"Milan";"West Highway 122";"10 Mill Rd.";"";20;"505-287-9469";35.1678493;-107.8893259
271;"NM Ties & Poles";"https://www.nmtnp.org/index.html";88310;"";"Alamogordo";"47 Tractor Rd.";"1301 N. White Sands Blvd.";"juanfequi24@hotmail.com";20;"575-491-5777";32.9521989;-105.9667368
272;"NorthRidge Forest Products";"";87732;"";"Mora";"430 State Hwy 518";"P.O. Box 484";"nrfpmb@yahoo.com";20;"505-718-5691";35.9760795;-105.3374947
273;"Old Wood LLC";"https://www.oldwood.us/";87701;"";"Las Vegas";"425 Bibb Industrial Dr.";"";"david@oldwood.us";20;"505-454-6007";35.5667382;-105.225033
274;"Olguin's Sawmill & Firewood";"http://www.olguinssawmill.com/";87529;"";"El Prado";"24930 Hwy 64 West";"P.O. Box 2220";"sawmill@taosnet.com";20;"575-758-1506";36.4555991;-105.6171872
275;"Oscar's Tree Service";"";87507;"";"Santa Fe";"3221 Rufina St.";"";"oscarlandscapes@gmail.com";20;"505-577-8337";35.6546181;-106.0002739
276;"Out of the Woods Manufacturing";"";87102;"";"Albuquerque";"4205 William St. SE";"";"OutoftheWoodsmfg@gmail.com";20;"505-877-0890 ext 4/5";35.0492773;-106.6535194
277;"Pa & Sons Wood Milling & Tree Thinning";"";87723;"";"Holman";"";"P.O. Box 163";"holman3045@yahoo.com";20;"575-799-4598";36.0383655;-105.3836245
278;"Padilla Logging Restoration";"https://padilla-logging-restoration-llc.business.site/";87510;"";"Abiquiu";"40 Private Dr. 1618b";"P.O. Box 715";"padillalogging@yahoo.com";20;"505-685-0799";36.2144264;-106.2943919
279;"Pete's Firewood";"https://www.peteslandscaping.com/firewood";87113;"";"Albuquerque";"5200 Modesto Ave. NE";"";"sandravigil@msn.com";20;"505-822-9822";35.1884408;-106.5842925
280;"Price Forestry & Environmental Svs";"";87122;"";"Albuquerque";"10710 Coronado Ave NE";"";"apricey505@gmail.com";20;"505-203-2571";35.1650811;-106.5204156
281;"Pursuant Land Services";"https://www.pursuantland.com/";88317;"";"Cloudcroft";"68 Moser Ranch Rd";"P.O. Box 162";"michael@pursuantland.com";20;"817-629-5195";32.9493462;-105.7011154
282;"Quality Firewood";"http://www.qfmnm.com/";88011;"";"Las Cruces";"6015 Las Alturas";"";"";20;"505-522-2852";32.2500521;-106.7229134
283;"Randy Lack";"";87943;"";"Winston";"";"P.O. Box 143";"";20;"575-743-6915";33.34638;-107.6478894
284;"RC Forest Products";"";88352;"";"Tularosa";"513 Riata Rd";"";"rub265@msn.com";20;"575-740-4849";33.0222888;-106.0259448
285;"Reineke Construction";"";87753;"";"Watrous";"";"P.O. Box 65";"mreineke@earthlink.net";20;"505-270-6866";35.79065;-104.9818483
286;"Restoration Solutions";"";88318;"";"Corona";"";"P.O. Box 98";"racher@resource-management.us";20;"575-937-5551";34.2509071;-105.5966686
287;"Rio Costilla Cooperative Livestock Association";"https://www.riocostilla.com/";87524;"";"Costilla";"#72 State Rd 196";"P.O. Box 111";"";20;"575-586-0542";36.970456;-105.5285922
288;"Rio Grande Return";"https://riograndereturn.org/";87505;"";"Santa Fe";"1704B Llano St #347";"";"todd@riograndereturn.org";20;"505-231-5484";35.65858;-105.9732145
289;"Rio Responsible Forestry";"https://www.rioresponsibleforestry.com/";87507;"";"Santa Fe";"2712 B Laurens Ln";"";"info@rioresponsibleforestry.com";20;"505-395-6749";35.6525212;-106.0330238
290;"Robert Trujillo";"";87537;"";"Hernandez";"";"P.O. Box 26";"excelrob505@hotmail.com";20;"505-927-7983";36.0628;-106.1194685
291;"Rocky Mountain Ecology";"http://www.rockymountainecology.com/";87174;"";"Rio Rancho";"";"P.O. Box 45193";"bowers@rockymountainecology.com";20;"575-639-3883";35.24;-106.67
292;"Rocky Mountain Forest Products";"";87745;"";"Sapello";"1137 NM Hwy 518";"";"sapellolumberjack@gmail.com";20;"505-429-1318";35.7866331;-105.24909
293;"Rocky Mountain Youth Corps";"https://youthcorps.org/";87557;"";"Ranchos de Taos";"";"P.O. Box 1960";"darien@youthcorps.org";20;"575-751-1420";36.3586367;-105.6094566
294;"Ron Bierline";"";87943;"";"Winston";"";"P. O. Box 118";"";20;"575-743-0450";33.34638;-107.6478894
295;"RSC Materials";"https://rscmaterials.com/";87121;"";"Albuquerque";"6811 Huseman Place SW";"";"";20;"505-452-1005";35.0465331;-106.7107435
296;"Santa Fe Ecowood Firewood";"http://www.ecofirewoodnm.com/";87505;"";"Santa Fe";"1850 Old Pecos Trail Ste. J";"";"ecofirewood@gmail.com";20;"505-455-9348";35.6590257;-105.941022
297;"Satterwhite Log Homes";"";87520;"";"Chama";"15990 Hwy 64 84";"2447 Dos Rio Rd.";"";20;"575-759-1070";36.8878077;-106.6233568
298;"Sawyer Sisters";"";88061;"";"Silver City";"411 W. Broadway St.";"";"";20;"575-313-1995";32.7697585;-108.2792406
299;"Silver Dollar Wood Products";"https://sdwoodproducts.com/";87728;"";"Maxwell";"100 N. Hwy 445";"";"josh@sdwoodproducts.com";20;"575-649-3139";36.5400319;-104.5433229
300;"South Mountain Industrial Services";"";87015;"";"Edgewood";"643 State Road 344";"";"palexander03@gmail.com";20;"662-285-8826";35.1551426;-106.1932019
301;"Southwest Contracting & Associates";"";88316;"";"Capitan";"";"P.O. Box 1494";"wilsonthinning@gmail.com";20;"575-937-2724";33.5453572;-105.5722043
302;"Southwest Fire Defense";"";87504;"";"Santa Fe";"";"P.O. Box 1172";"swfd@swfiredefense.com";20;"505-508-3953";35.81;-105.99
303;"Southwest Forestry";"";87594;"";"Santa Fe";"Christian Carter 11 State Route 50";"P.O. Box 31487";"southwestforestry19@gmail.com";20;"505-658-6123";35.5827188;-105.7663947
304;"Southwest Lumber and Milling";"";88310;"";"Tularosa";"9 Apache Ln";"";"ejbridge@netmdc.com";20;"575-585-9831";33.0488318;-106.0539275
305;"Spotted Owl Timber";"http://www.spottedowltimber.com/";87592;"";"Santa Fe";"8 L. Lane";"P.O. Box 28118";"dlindsey@spottedowltimber.com";20;"505-474-5326";35.6555986;-106.0504501
306;"Taylor Services";"";87020;"";"Grants";"";"P.O. Box 1305";"Lmtaylor50@hotmail.com";20;"505-290-7654";35.14726;-107.8514466
307;"TC Company";"";87537;"";"Hernandez";"20114 US Highway 84";"";"";20;"505-929-1245";36.1407641;-106.1659061
308;"The Forest Stewards Guild";"";87505;"";"Santa Fe";"2019 Galisteo St, Ste N7";"";"eytan@forestguild.org";20;"505-983-8992";35.6562997;-105.9512373
309;"The Nature Conservancy";"";87501;"";"Santa Fe";"1613 Paseo de Peralta Ste. 200";"";"matt.piccarello@tnc.org";20;"505-470-9725";35.6819272;-105.9504241
310;"Tim Graves";"";87577;"";"Tres Piedras";"";"P.O. Box 104";"";20;"575-737-0495";36.6469626;-105.9672384
311;"TimberCats";"";87108;"";"Albuquerque";"521 Adams St. NE, Unit 2";"";"timbercatsllc@gmail.com";20;"505-595-2618";35.0864091;-106.5944847
312;"Timberline Trading";"http://www.timberline-trading.com/index.html";87015;"";"Edgewood";"2031 Old US 66";"";"";20;"505-281-0962";35.0549635;-106.175554
313;"Timber Tramp Logging & Sawmill";"https://timbertramplogging.com/";87824;"";"Luna";"10 Tall House Lane";"P.O. Box 33";"laneyrussell@yahoo.com";20;"575-313-4941";33.8177105;-108.9373066
314;"TMR Custom Sawmill";"";87745;"";"Sapello";"243 State Hwy 266";"";"tmrsawmill@gmail.com";20;"505-426-7178";35.762775;-105.296572
315;"Top Notch Forestry";"";87732;"";"Mora";"";"P.O. Box 4";"ryanvigil@yahoo.com";20;"505-699-0032";35.9742227;-105.3300057
316;"Trails End Woodworks";"";88007;"";"Las Cruces";"6400 Pony Express Ct";"";"trailsendww@gmail.com";20;"575-649-6238";32.3878712;-106.8639049
317;"Trollworks/Gila WoodNet";"";88061;"";"Silver City";"503 North E Street";"";"";20;"575-537-3689";32.7728433;-108.2860159
318;"Turkey Creek Forestry Services";"";88310;"";"Alamogordo";"203 Highway 82";"";"turkeycreek20@gmail.com";20;"575-442-5203";32.9592616;-105.9393237
319;"TW Looney Timber";"";88028;"";"Cliff";"#1 Iron Bridge Rd";"";"";20;"575-313-5290";32.9397541;-108.6056694
320;"Unique Forestry";"";87120;"";"Albuquerque";"1923 Yarbrough Pl NW";"";"uniqueforestry@gmail.com";20;"505-226-1736";35.1060379;-106.7119108
321;"Urban Interface Solutions";"";87571;"";"Taos";"";"P.O. Box 1149";"taosmountainforestry@gmail.com";20;"575-770-0705";36.4072134;-105.5733788
322;"Uvaldo Garcia";"";87017;"";"Gallina";"";"P.O. Box 55";"";20;"575-638-1110";36.230271;-106.8057189
323;"Walatowa Timber Industries";"https://www.walatowalumbernm.com/";87024;"";"Jemez Pueblo";"3795 Sawmill Rd.";"P.O. Box 280";"pat@walatowatimber.com";20;"575-834-0204";35.6113233;-106.7247962
324;"Watershed Dynamics";"";87557;"";"Ranchos de Taos";"";"P.O. Box 2529";"nmwatershed@gmail.com";20;"575-770-0112";36.3586367;-105.6094566
325;"Western Ecology";"";87505;"";"Santa Fe";"1520 Paseo de Peralta Ste C";"";"c.cassagnol@westernecology.com";20;"505-660-1490";35.6813294;-105.9476492
326;"Western Wood Products";"";87740;"";"Raton";"181 Hwy 555";"P.O. Box 1414";"rlevengood@bacavalley.com";20;"575-445-1300";36.8607239;-104.4639067
327;"WH Moore Cash Lumber";"http://www.whmoorelumber.com/";87533;"";"Espanola";"Hwy 84/285 #19421";"P.O. Box 3706";"whmoore1@valornet.com";20;"505-753-5717";35.9985941;-106.0851042
328;"Wholesale Timber & Viga";"http://www.wholesaletimber.net/index.html";87004;"";"Bernalillo";"300 Calle Industrial";"";"leo@wholesaletimber.net";20;"505-867-1200";35.295909;-106.5584622
329;"Wild Fire Support Team";"";87506;"";"Santa Fe";"22 Barranquenos Rd.";"";"wfst316@gmail.com";20;"505-930-7902";35.8455623;-105.9882798
330;"Wildfire Network";"";87015;"";"Edgewood";"47 Sunset Blvd.";"";"krys@wildfirenetwork.org";20;"505-780-1082";35.0909729;-106.2253937
331;"Wood Sharks";"";87571;"";"Taos";"";"P.O. Box 3071";"jamie@zapmktg.com";20;"505-310-1702";36.4072134;-105.5733788
332;"Zuni Wood Yard";"";87114;"";"Albuquerque";"8501 Zuni Rd SE";"";"";20;"505-256-0385";35.0728868;-106.5530439
